span_id,code,definition,libelle,cos_rr_ln,gliner_score,bin,vote_opus,vote_fable_v2,vote_fable_v3,n_yes,label
186,K358,"Appendicites aigües, autres et non précisées",occlusion intestinale aiguë,0.400217,0.0541,<.08,0,0,0,0,0
187,K429,"Hernie ombilicale, (sans occlusion ni gangrène)",sac jusqu’à son collet,0.253402,0.0544,<.08,0,0,0,0,0
188,K429,"Hernie ombilicale, (sans occlusion ni gangrène)",sans signe d'étranglement ni de souffrance digestive,0.07515,0.0748,<.08,0,0,0,0,0
189,K610,Abcès anal,localisé à 2 cm de la marge anale,0.270635,0.0778,<.08,0,0,0,0,0
190,K801,Calcul de la vésicule biliaire avec une autre forme de cholécystite,endoprothèse biliaire par cholédochotomie sous cœlioscopie,0.098331,0.0621,<.08,0,0,0,0,0
191,K801,Calcul de la vésicule biliaire avec une autre forme de cholécystite,épisodes de coliques hépatiques,0.102259,0.0721,<.08,0,0,0,0,0
192,L721,Kyste sébacé,berges d'exérèse sont saines,0.025042,0.0622,<.08,0,0,0,0,0
193,M190,Arthrose primaire d'autres articulations,"signes de rétraction modérée, sans rupture",-0.048184,0.0798,<.08,0,0,0,0,0
194,M1907,Arthrose primaire d'autres articulations - Articulations de la cheville et du pied,axe mécanique du membre inférieur,0.248978,0.0608,<.08,0,0,0,0,0
195,M201,Hallux valgus (acquis),transfert partiel sur la capsule articulaire médiale,-0.080522,0.0622,<.08,0,0,0,0,0
196,M232,Lésion d'un ménisque due à une déchirure ou un traumatisme ancien,douloureux à la palpation de l'interligne médial,-0.074147,0.069,<.08,0,0,0,0,0
197,M2322,Lésion d'un ménisque due à une déchirure ou un traumatisme ancien - CPMI,lésion,0.056117,0.0526,<.08,0,0,0,0,0
198,M2332,Autres atteintes du ménisque - CPMI,suture du ménisque interne du genou droit par arthroscopie,0.493017,0.0558,<.08,1,1,0,2,1
199,M2334,Autres atteintes du ménisque - CAME,bord stable et régulier,-0.004202,0.061,<.08,0,0,0,0,0
200,M2351,Instabilité chronique du genou - LCAE,arcade du muscle long fibulaire,0.134628,0.0573,<.08,0,0,0,0,0
201,M2564,"Raideur articulaire, non classée ailleurs - Articulations de la main",compression extrinsèque évidente,0.034334,0.0672,<.08,0,0,0,0,0
202,M653,"Doigt ""à ressort""",lésion traumatique récente ou de calcification tendineuse,-0.031074,0.0778,<.08,0,0,0,0,0
203,M6544,Ténosynovite chronique sténosante du pouce (de Quervain) - Main,gaine synoviale épaissie et inflammatoire,0.017739,0.0678,<.08,1,1,1,3,1
204,M6584,Autres synovites et ténosynovites - Main,autogreffe de peau totale,-0.054775,0.0514,<.08,0,0,0,0,0
205,M6587,Autres synovites et ténosynovites - Cheville et pied,mobilité articulaire proche de la normale,-0.004363,0.059,<.08,0,0,0,0,0
206,M6587,Autres synovites et ténosynovites - Cheville et pied,libération mobilisatrice de l’articulation métatarsophalangienne de l’hallux,0.016879,0.0715,<.08,0,0,0,0,0
207,M6594,"Synovite et ténosynovite, sans précision - Main",synoviale présentait un aspect inflammatoire marqué,-0.05916,0.0793,<.08,1,1,1,3,1
208,M7134,Autres kystes des bourses séreuses - Main,exérèse complète du kyste,0.360687,0.0522,<.08,1,1,1,3,1
209,M7204,Fibromatose de l'aponévrose palmaire (Dupuytren) - Main,nerf spinal superficiel présent,0.083126,0.0619,<.08,0,0,0,0,0
210,M7204,Fibromatose de l'aponévrose palmaire (Dupuytren) - Main,pédicules digitaux des 4e et 5e doigts,0.521393,0.061,<.08,0,0,0,0,0
211,M774,Métatarsalgie,première articulation métatarsophalangienne,-0.030399,0.0593,<.08,0,0,0,0,0
212,M7953,Corps étranger résiduel dans un tissu mou - Avant-bras,nerf ulnaire,0.141049,0.0795,<.08,0,0,0,0,0
213,M7954,Corps étranger résiduel dans un tissu mou - Main,tissus mous péri-articulaires du 3ᵉ doigt,0.4213,0.0783,<.08,0,0,0,0,0
214,M7954,Corps étranger résiduel dans un tissu mou - Main,sans signe d'infection locale,0.00281,0.0663,<.08,0,0,0,0,0
215,M7954,Corps étranger résiduel dans un tissu mou - Main,corps étranger majeure n’a été observé,0.397822,0.0737,<.08,0,0,0,0,0
216,N131,"Hydronéphrose avec rétrécissement urétéral, non classée ailleurs",muqueuse urétérale en amont de la sténose,0.58195,0.0502,<.08,1,0,0,1,0
217,N200,Calcul du rein,calcul visible,0.435071,0.0714,<.08,0,0,0,0,0
218,N358,Autres rétrécissements urétraux,tableau évocateur d,-0.056175,0.0648,<.08,0,0,0,0,0
219,R935,"Résultats anormaux d'imagerie diagnostique d'autres parties de l'abdomen, y compris l'espace rétropéritonéal",hémostase soigneuse,-0.042802,0.0512,<.08,0,0,0,0,0
220,S610,Plaie ouverte de(s) doigt(s) (sans lésion de l'ongle),partiellement lésée,0.167635,0.0511,<.08,0,0,0,0,0
221,S610,Plaie ouverte de(s) doigt(s) (sans lésion de l'ongle),gaine des fléchisseurs au niveau de la paume de la main,0.246395,0.0601,<.08,0,0,0,0,0
222,S6240,Fractures fermées multiples des métacarpiens,longueur et un alignement satisfaisants des métacarpiens,0.603436,0.0624,<.08,0,0,0,0,0
223,S6260,Fracture fermée d'un autre doigt,sans comminution ni extension articulaire,0.080498,0.0762,<.08,0,0,0,0,0
224,S631,Luxation du doigt,articulation stable après réduction,0.094133,0.067,<.08,0,0,0,0,0
225,S642,Lésion traumatique du nerf radial au niveau du poignet et de la main,douleur persistante,-0.003176,0.0663,<.08,0,0,0,0,0
226,S648,Lésion traumatique d'autres nerfs au niveau du poignet et de la main,corps étranger profond,-0.138668,0.0708,<.08,0,0,0,0,0
227,S661,Lésion traumatique du muscle et du tendon fléchisseurs d'un autre doigt au niveau du poignet et de la main,ouverture de la gaine des fléchisseurs,0.381436,0.0654,<.08,0,0,0,0,0
228,S663,Lésion traumatique du muscle et du tendon extenseurs d'un autre doigt au niveau du poignet et de la main,lésion associée n'a été retrouvée,-0.038773,0.0764,<.08,0,0,0,0,0
229,S663,Lésion traumatique du muscle et du tendon extenseurs d'un autre doigt au niveau du poignet et de la main,présent,-0.027693,0.0736,<.08,0,0,0,0,0
230,S667,Lésion traumatique de multiples muscles et tendons extenseurs au niveau du poignet et de la main,tendons extenseurs au niveau du poignet et de la main droite,0.537453,0.0623,<.08,0,0,0,0,0
231,S681,Amputation traumatique d'un autre doigt (complète) (partielle),bras en abduction sur table à bras,-0.009737,0.0562,<.08,0,0,0,0,0
232,S8260,Fracture fermée de la malléole externe,ouverture cutanée ni de signe d'ischémie distale,0.086974,0.0716,<.08,0,0,0,0,0
233,S8280,Fractures fermées d'autres parties de la jambe,cal osseux,0.145488,0.059,<.08,1,0,0,1,0
234,S837,Lésion traumatique de multiples parties du genou,survenue lors d'une activité sportive,-0.068499,0.073,<.08,0,0,0,0,0
235,S931,Luxation d'un (des) orteil(s),lésion osseuse associée n'a été observée,-0.090451,0.0695,<.08,0,0,0,0,0
236,Z462,Mise en place et ajustement d'autres appareils en rapport avec le système nerveux et les organes des sens,Tympans bilatéraux légèrement inflammatoires,0.032781,0.0595,<.08,0,0,0,0,0
237,Z470,Soins de contrôle impliquant l'enlèvement d'une plaque et autre prothèse interne (orthopédique) de fixation,décubitus dorsal,0.092185,0.0686,<.08,0,0,0,0,0
238,Z4780,Soins de contrôle d'appareil externe de fixation ou de traction,tournevis adapté,0.463652,0.0728,<.08,0,0,0,0,0
239,Z490,Soins préparatoires en vue d'une dialyse,péritoine était légèrement inflammatoire,0.053266,0.0644,<.08,0,0,0,0,0
240,C693,Tumeur maligne de la choroïde,mélanome malin de la choroïde droite,0.766937,0.5709,>.55,1,1,1,3,1
241,C830,Lymphome à petites cellules B,lymphome malin non hodgkinien à petites cellules B,0.891717,0.5569,>.55,1,1,1,3,1
242,C833,Lymphome diffus à grandes cellules B,lymphome malin diffus à grandes cellules B,0.962282,0.66,>.55,1,1,1,3,1
243,D220,Naevus à mélanocytes de la lèvre,naevus pigmenté de la lèvre inférieure,0.791712,0.6073,>.55,1,1,1,3,1
244,D234,Tumeur bénigne de la peau du cuir chevelu et du cou,lésion sous-cutanée sus-fasciale de la région temporale droite,0.412732,0.5602,>.55,1,0,0,1,0
245,D292,Tumeur bénigne du testicule,tumeur bénigne du testicule droit,0.936259,0.6039,>.55,1,1,1,3,1
246,G563,Lésion du nerf radial,"paralysie du nerf radial droit, évoluant depuis plusieurs mois",0.809155,0.5608,>.55,1,1,1,3,1
247,K409,"Hernie inguinale, (unilatérale ou) sans précision(, sans occlusion ni gangrène)",hernie inguinale droite non compliquée,0.762271,0.6095,>.55,1,1,1,3,1
248,K429,"Hernie ombilicale, (sans occlusion ni gangrène)",hernie sous-ombilicale de taille modérée,0.741949,0.5548,>.55,1,1,1,3,1
249,K601,Fissure anale chronique,fissure anale chronique,1.0,0.5678,>.55,1,1,1,3,1
250,K602,"Fissure anale, sans précision",fissure anale postérieure sans signe d'abcédation,0.707739,0.5869,>.55,1,1,1,3,1
251,K648,Autres hémorroïdes précisées,hémorroïdes internes symptomatiques avec épisodes de saignements répétés,0.400587,0.5621,>.55,1,1,1,3,1
252,L050,Sinus pilonidal avec abcès,sinus pilonidal compliqué d'un abcès de la région périnéofessière,0.804778,0.5893,>.55,1,1,1,3,1
253,L059,Sinus pilonidal (sans abcès),kyste pilonidal chronique sans abcès,0.479896,0.6116,>.55,1,1,1,3,1
254,L059,Sinus pilonidal (sans abcès),kyste pilonidal chronique sans abcès connu,0.479425,0.59,>.55,1,1,1,3,1
255,L600,Ongle incarné,ongle incarné du gros orteil droit,0.641632,0.646,>.55,1,1,1,3,1
256,L600,Ongle incarné,ongle incarné du gros orteil droit,0.641632,0.6617,>.55,1,1,1,3,1
257,L603,Dystrophie des ongles,dystrophie unguéale sévère touchant plusieurs doigts,0.517547,0.5738,>.55,1,1,1,3,1
258,L732,Hidrosadénite suppurée,hidrosadénite suppurée chronique axillaire droite,0.539572,0.6399,>.55,1,1,1,3,1
259,L732,Hidrosadénite suppurée,hidrosadénite suppurée axillaire droite,0.664302,0.6023,>.55,1,1,1,3,1
260,L732,Hidrosadénite suppurée,hidrosadénite suppurée active,0.921939,0.5849,>.55,1,1,1,3,1
261,L910,Cicatrice hypertrophique,cicatrice hypertrophique invalidante au niveau de l'avant-bras gauche,0.443734,0.5926,>.55,1,1,1,3,1
262,M1394,"Arthrite, sans précision - Articulations de la main",arthrite inflammatoire chronique de la main gauche,0.551462,0.5643,>.55,1,1,1,3,1
263,M1901,"Arthrose primaire d'autres articulations - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",arthrose évoluée de l'épaule,0.7159,0.5941,>.55,1,1,1,3,1
264,M1901,"Arthrose primaire d'autres articulations - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",arthrose évoluée de l'épaule droite,0.693127,0.5743,>.55,1,1,1,3,1
265,M1904,Arthrose primaire d'autres articulations - Articulations de la main,arthrose primitive des articulations de la main droite,0.792538,0.5898,>.55,1,1,1,3,1
266,M1913,Arthrose post-traumatique d'autres articulations - Articulation du poignet,arthrose post-traumatique du poignet droit,0.879013,0.554,>.55,1,1,1,3,1
267,M201,Hallux valgus (acquis),hallux valgus gauche opéré il y a quelques années,0.761351,0.5803,>.55,1,1,1,3,1
268,M2326,Lésion d'un ménisque due à une déchirure ou un traumatisme ancien - Autre partie ME,lésion méniscale externe ancienne,0.745449,0.5583,>.55,1,1,1,3,1
269,M2351,Instabilité chronique du genou - LCAE,instabilité chronique du genou droit évoluant depuis plusieurs mois,0.765859,0.5573,>.55,1,1,1,3,1
270,M2537,Autres instabilités articulaires - Articulations de la cheville et du pied,instabilité chronique de la cheville et de l’arrière-pied,0.77824,0.5762,>.55,1,1,1,3,1
271,M2577,Ostéophyte - Articulations de la cheville et du pied,ostéophyte volumineux à ce niveau,0.552018,0.563,>.55,1,1,1,3,1
272,M653,"Doigt ""à ressort""",doigt à ressort au niveau de la main droite,0.771434,0.6384,>.55,1,1,1,3,1
273,M6584,Autres synovites et ténosynovites - Main,ténosynovite inflammatoire de la main droite,0.7593,0.5521,>.55,1,1,1,3,1
274,M674,Kyste (articulaire),kyste synovial douloureux de la main droite,0.514157,0.6304,>.55,1,1,1,3,1
275,M674,Kyste (articulaire),kyste articulaire de l'épaule droite,0.631236,0.6502,>.55,1,1,1,3,1
276,M674,Kyste (articulaire),kyste synovial du coude droit évoluant depuis plusieurs mois,0.441108,0.6007,>.55,1,1,1,3,1
277,M674,Kyste (articulaire),kyste synovial,0.836786,0.5822,>.55,1,1,1,3,1
278,M7134,Autres kystes des bourses séreuses - Main,kyste arthrosynovial de la main droite,0.729972,0.5634,>.55,1,1,1,3,1
279,M7667,Tendinite du tendon d'Achille - Cheville et pied,tendinopathie achilléenne chronique résistante au traitement médical,0.656346,0.5796,>.55,1,1,1,3,1
280,N288,Autres affections précisées du rein et de l'uretère,dilatation urétérale idiopathique droite,0.341872,0.6005,>.55,1,1,1,3,1
281,N363,Prolapsus de la muqueuse urétrale,prolapsus muqueux urétral symptomatique,0.842112,0.6111,>.55,1,1,1,3,1
282,N430,Hydrocèle enkystée,hydrocèle enkystée du testicule droit,0.660243,0.6449,>.55,1,1,1,3,1
283,N44,Torsion du testicule,torsion du cordon spermatique gauche sur 360 degrés,0.45217,0.6174,>.55,1,1,1,3,1
284,N806,Endométriose sur cicatrice cutanée,endométriose sur cicatrice cutanée abdominale,0.87864,0.621,>.55,1,1,1,3,1
285,Q530,Testicule en situation anormale,ectopie testiculaire gauche congénitale,0.515301,0.564,>.55,1,1,1,3,1
286,Q531,Cryptorchidie unilatérale,cryptorchidie unilatérale droite non descendue,0.911939,0.6728,>.55,1,1,1,3,1
287,Q556,Autres malformations congénitales du pénis,malformation congénitale du pénis,0.941355,0.5961,>.55,1,1,1,3,1
288,Q690,Doigt(s) surnuméraire(s),doigt surnuméraire au niveau de la main droite,0.810218,0.5792,>.55,1,1,1,3,1
289,S312,Plaie ouverte du pénis,plaie du pénis suite à un traumatisme local,0.857911,0.5543,>.55,1,1,1,3,1
290,S5251,Fracture ouverte de l'extrémité inférieure du radius,fracture ouverte de l'extrémité inférieure du radius droit,0.968249,0.5996,>.55,1,1,1,3,1
291,S610,Plaie ouverte de(s) doigt(s) (sans lésion de l'ongle),plaie ouverte du majeur droit,0.43931,0.595,>.55,1,1,1,3,1
292,S610,Plaie ouverte de(s) doigt(s) (sans lésion de l'ongle),plaie ouverte du majeur droit,0.43931,0.5771,>.55,1,1,1,3,1
293,S611,Plaie ouverte de(s) doigt(s) avec lésion de l'ongle,plaie complexe du troisième doigt de la main droite,0.46039,0.5799,>.55,1,1,1,3,1
294,S618,Plaie ouverte d'autres parties du poignet et de la main,plaie infectée de la face antérieure du poignet gauche,0.561487,0.5528,>.55,1,1,1,3,1
295,S6261,Fracture ouverte d'un autre doigt,fracture ouverte de l’annulaire droit,0.561495,0.5862,>.55,1,1,1,3,1
296,S631,Luxation du doigt,luxation du pouce droit suite à un traumatisme sportif,0.451388,0.5615,>.55,1,1,1,3,1
297,S681,Amputation traumatique d'un autre doigt (complète) (partielle),amputation traumatique d'un doigt de la main droite,0.794167,0.569,>.55,1,1,1,3,1
298,S8260,Fracture fermée de la malléole externe,fracture fermée de la malléole externe droite,0.970178,0.6338,>.55,1,1,1,3,1
299,S8280,Fractures fermées d'autres parties de la jambe,fracture fermée bimalléolaire de la jambe droite,0.72302,0.5895,>.55,1,1,1,3,1
