span_id,code,definition,libelle,cos_rr_ln,gliner_score,bin,vote_opus,vote_fable_v2,vote_fable_v3,n_yes,label
207,M8403,Fracture mal consolidée - Avant-bras,cal vicieux post-fracturaire de l’avant-bras,0.379997,0.4932,,1,1,1,3,1
208,M8404,Fracture mal consolidée - Main,fracture mal consolidée du métacarpe droit,0.80871,0.6689,,1,1,1,3,1
209,M8411,Fracture non consolidée (pseudarthrose) - Région scapulaire,pseudarthrose siègeait au niveau du corps scapulaire,0.826098,0.1725,,1,1,1,3,1
210,M8413,Fracture non consolidée (pseudarthrose) - Avant-bras,ancienne fracture de l'avant-bras non consolidée,0.768495,0.5028,,1,1,1,3,1
211,M8413,Fracture non consolidée (pseudarthrose) - Avant-bras,fracture ancienne non consolidée,0.287232,0.4595,,1,1,1,3,1
212,M8414,Fracture non consolidée (pseudarthrose) - Main,pseudarthrose,0.469596,0.0873,,1,1,1,3,1
213,M8414,Fracture non consolidée (pseudarthrose) - Main,fracture ancienne non consolidée,0.306288,0.5767,,1,1,1,3,1
214,M8414,Fracture non consolidée (pseudarthrose) - Main,fracture ancienne non consolidée,0.306288,0.5343,,1,1,1,3,1
215,M8417,Fracture non consolidée (pseudarthrose) - Cheville et pied,pseudarthrose hypertrophique avec cal vicieux et sclérose des berges fracturaires,0.271465,0.2937,,1,1,1,3,1
216,M8614,Autres ostéomyélites aiguës - Main,doigt de la main droite (sans résection du métacarpien,0.285387,0.0693,,0,0,0,0,0
217,M8667,Autres ostéomyélites chroniques - Cheville et pied,ostéomyélite chronique de la cheville et du pied droit,0.853708,0.6427,,1,1,1,3,1
218,M8687,Autres ostéomyélites - Cheville et pied,foyer d'ostéomyélite du pied droit par abord direct,0.493446,0.4154,,1,1,1,3,1
219,M8687,Autres ostéomyélites - Cheville et pied,ostéomyélite chronique du pied droit,0.589555,0.5466,,1,1,1,3,1
220,M8694,"Ostéomyélite, sans précision - Main",Évidement osseux de la main gauche,0.313496,0.1793,,0,0,0,0,0
221,M8987,Autres maladies osseuses précisées - Cheville et pied,cheville et du pied droit,0.377879,0.0502,,1,0,0,1,0
222,N131,"Hydronéphrose avec rétrécissement urétéral, non classée ailleurs",Sténose urétérale lombaire gauche serrée,0.583183,0.2819,,1,1,0,2,1
223,N133,"Hydronéphroses, autres et sans précision",sans signe de pyonéphrose,0.430394,0.1803,,0,0,0,0,0
224,N185,"Maladie rénale chronique, stade 5",insuffisance rénale chronique terminale sous hémodialyse depuis plusieurs années,0.425084,0.4538,,1,1,1,3,1
225,N185,"Maladie rénale chronique, stade 5",insuffisance rénale chronique terminale sous hémodialyse depuis plusieurs années,0.425084,0.5648,,1,1,1,3,1
226,N185,"Maladie rénale chronique, stade 5",artériosclérose marquée,0.192384,0.0852,,1,0,0,1,0
227,N185,"Maladie rénale chronique, stade 5",Hernies inguinales bilatérales de taille modérée,0.056362,0.188,,0,0,0,0,0
228,N185,"Maladie rénale chronique, stade 5",pathologie sous-jacente,0.077745,0.1786,,0,0,0,0,0
229,N23,"Colique néphrétique, sans précision",crises de coliques néphrétiques à répétition,0.483546,0.4875,,1,1,1,3,1
230,N318,Autres dysfonctionnements neuromusculaires de la vessie,contraction visible du sphincter anal et une sensation de plénitude vésicale,0.488782,0.0682,,1,0,0,1,0
231,N328,Autres affections précisées de la vessie,col vésical,0.434337,0.0528,,1,0,0,1,0
232,N328,Autres affections précisées de la vessie,vessie spastique résistante aux traitements médicamenteux,0.356949,0.4869,,1,1,1,3,1
233,N508,Autres affections précisées des organes génitaux de l'homme,œdème modéré sans signe de torsion ou d’atrophie,-0.053064,0.2216,,1,1,0,2,1
234,N508,Autres affections précisées des organes génitaux de l'homme,œdème marqué des tissus sous-cutanés,0.044042,0.267,,1,0,0,1,0
235,N61,Affections inflammatoires du sein,zone inflammatoire et fluctuante,0.122408,0.2356,,1,1,1,3,1
236,Q742,"Autres malformations congénitales d'un (des) membre(s) inférieur(s), y compris la ceinture pelvienne",malformation congénitale du pied droit,0.313988,0.6123,,1,1,1,3,1
237,R102,Douleur pelvienne et périnéale,présent,0.002908,0.0939,,0,0,0,0,0
238,R860,Résultats anormaux de prélèvements effectués sur les organes génitaux de l'homme : taux d'enzymes,GGT 30 UI/L,0.143083,0.0916,,0,0,0,0,0
239,S5280,Fracture fermée d'autres parties de l'avant-bras,foyer de fracture,0.337623,0.065,,1,1,1,3,1
240,S610,Plaie ouverte de(s) doigt(s) (sans lésion de l'ongle),"franche et linéaire, siégeait en face palmaire du doigt",0.305593,0.1282,,1,1,0,2,1
241,S611,Plaie ouverte de(s) doigt(s) avec lésion de l'ongle,plaie concernait le troisième doigt de la main droite,0.418814,0.2575,,1,1,1,3,1
242,S611,Plaie ouverte de(s) doigt(s) avec lésion de l'ongle,plaie concernait le troisième doigt de la main droite,0.418814,0.2042,,1,1,1,3,1
243,S611,Plaie ouverte de(s) doigt(s) avec lésion de l'ongle,plaie complexe avec perte de substance cutanée,0.191665,0.2846,,1,1,1,3,1
244,S6230,Fracture fermée d'un autre os du métacarpe,fracture fermée d’un métacarpien (hors premier rayon,0.792579,0.4351,,1,1,1,3,1
245,S6230,Fracture fermée d'un autre os du métacarpe,fracture fermée du 4ème métacarpien droit suite à une chute domestique,0.576098,0.6303,,1,1,1,3,1
246,S6230,Fracture fermée d'un autre os du métacarpe,fracture fermée d'un métacarpien (hors premier métacarpien,0.780938,0.6127,,1,1,1,3,1
247,S6230,Fracture fermée d'un autre os du métacarpe,fracture,0.290812,0.0666,,1,1,1,3,1
248,S6260,Fracture fermée d'un autre doigt,fracture fermée de la phalange distale du 4ème doigt,0.751641,0.3278,,1,1,1,3,1
249,S6260,Fracture fermée d'un autre doigt,fracture fermée d'un doigt long de la main gauche,0.794414,0.4432,,1,1,1,3,1
250,S6261,Fracture ouverte d'un autre doigt,plaie mesurait environ 2 cm de long,2.6e-05,0.0994,,1,0,0,1,0
251,S6261,Fracture ouverte d'un autre doigt,fracture ouverte de l'annulaire gauche,0.663216,0.5168,,1,1,1,3,1
252,S6281,Fracture ouverte de parties autres et non précisées du poignet et de la main,fracture extra-articulaire d'un os de la main,0.100999,0.4943,,1,1,1,3,1
253,S647,Lésion traumatique de multiples nerfs au niveau du poignet et de la main,plaie d’un nerf digital palmaire sur le 3ᵉ rayon,0.268438,0.2468,,1,1,1,3,1
254,S647,Lésion traumatique de multiples nerfs au niveau du poignet et de la main,section complète du nerf digital palmaire propre,0.21222,0.1396,,1,1,1,3,1
255,S648,Lésion traumatique d'autres nerfs au niveau du poignet et de la main,lésion des deux nerfs collatéraux,0.397812,0.2599,,1,1,1,3,1
256,S654,Lésion traumatique de vaisseau(x) sanguin(s) du pouce,vascularisation distale du pouce,0.551658,0.0815,,1,0,0,1,0
257,S655,Lésion traumatique de vaisseau(x) sanguin(s) d'un autre doigt,section complète de l'artère digitale palmaire ulnaire,0.290189,0.0773,,1,1,1,3,1
258,S658,Lésion traumatique d'autres vaisseaux sanguins au niveau du poignet et de la main,lésion traumatique des vaisseaux sanguins de la main droite,0.794842,0.4362,,1,1,1,3,1
259,S661,Lésion traumatique du muscle et du tendon fléchisseurs d'un autre doigt au niveau du poignet et de la main,lésion traumatique du tendon fléchisseur de l'annulaire droit,0.700741,0.3177,,1,1,1,3,1
260,S661,Lésion traumatique du muscle et du tendon fléchisseurs d'un autre doigt au niveau du poignet et de la main,rétraction musculaire significative,0.121687,0.053,,1,0,0,1,0
261,S663,Lésion traumatique du muscle et du tendon extenseurs d'un autre doigt au niveau du poignet et de la main,artère digitale palmaire sur un rayon de la main,0.179093,0.0802,,0,0,0,0,0
262,S663,Lésion traumatique du muscle et du tendon extenseurs d'un autre doigt au niveau du poignet et de la main,lésion traumatique des tendons extenseurs d'un doigt,0.854547,0.2231,,1,1,1,3,1
263,S663,Lésion traumatique du muscle et du tendon extenseurs d'un autre doigt au niveau du poignet et de la main,lésion traumatique des tendons extenseurs d'un doigt long,0.75065,0.2566,,1,1,1,3,1
264,S663,Lésion traumatique du muscle et du tendon extenseurs d'un autre doigt au niveau du poignet et de la main,attelle dorsale maintenant le doigt en extension,0.288537,0.0506,,0,0,0,0,0
265,S666,Lésion traumatique de multiples muscles et tendons fléchisseurs au niveau du poignet et de la main,muscles et tendons fléchisseurs de la main et du poignet droits,0.593782,0.1178,,1,0,0,1,0
266,S667,Lésion traumatique de multiples muscles et tendons extenseurs au niveau du poignet et de la main,tendons extenseurs au niveau du poignet et de la main,0.531834,0.0939,,1,0,0,1,0
267,S667,Lésion traumatique de multiples muscles et tendons extenseurs au niveau du poignet et de la main,atteinte de plusieurs tendons extenseurs,0.438418,0.0606,,1,1,1,3,1
268,S668,Lésion traumatique d'autres muscles et tendons au niveau du poignet et de la main,traumatisme mineur survenu il y a trois semaines,0.026295,0.42,,1,0,0,1,0
269,S668,Lésion traumatique d'autres muscles et tendons au niveau du poignet et de la main,mécanisme traumatique évo,0.107554,0.1135,,1,0,0,1,0
270,S681,Amputation traumatique d'un autre doigt (complète) (partielle),amputation traumatique partielle de l'annulaire droit,0.630961,0.4301,,1,1,1,3,1
271,S681,Amputation traumatique d'un autre doigt (complète) (partielle),amputation traumatique partielle de l'annulaire droit sur,0.603049,0.4231,,1,1,1,3,1
272,S681,Amputation traumatique d'un autre doigt (complète) (partielle),Reconstruction osseuse du doigt par greffe osseuse autologue,0.438518,0.1208,,0,0,0,0,0
273,S8210,Fracture fermée de l'extrémité supérieure du tibia,fracture fermée du plateau tibial droit,0.85261,0.4704,,1,1,1,3,1
274,S8280,Fractures fermées d'autres parties de la jambe,fracture fermée de la jambe droite suite à une chute domestique,0.451363,0.5654,,1,1,1,3,1
275,S8280,Fractures fermées d'autres parties de la jambe,fracture fermée bimalléolaire de la jambe droite,0.72302,0.4619,,1,1,1,3,1
276,S8280,Fractures fermées d'autres parties de la jambe,pseudarthrose post-fracturaire,0.222552,0.1571,,1,0,0,1,0
277,S9250,Fracture fermée d'un autre orteil,perte de substance cutanée en regard du foyer de fracture,0.034488,0.0718,,1,1,1,3,1
278,S9250,Fracture fermée d'un autre orteil,foyer fracturaire,0.071064,0.0564,,1,1,1,3,1
279,S961,"Lésion traumatique d'un muscle et d'un tendon long extenseur d'un orteil, au niveau de la cheville et du pied",désinsertion partielle,-0.044086,0.1643,,1,1,0,2,1
280,S968,Lésion traumatique d'autres muscles et tendons au niveau de la cheville et du pied,lésions dégénératives des fibres tendineuses sur environ 3 cm,0.160487,0.3459,,1,0,0,1,0
281,T831,Complication mécanique d'autres prothèses et implants urinaires,incontinence urinaire d'effort,0.221726,0.3022,,0,0,0,0,0
282,Z04880,Autres examens et mises en observation pour d'autres raisons précisées,adress,0.146142,0.0747,,0,0,0,0,0
283,Z452,Ajustement et entretien d'un dispositif d'accès vasculaire,adress,0.162226,0.0631,,0,0,0,0,0
284,Z462,Mise en place et ajustement d'autres appareils en rapport avec le système nerveux et les organes des sens,pose d'aérateurs transtympaniques,0.422806,0.2267,,1,1,1,3,1
285,Z462,Mise en place et ajustement d'autres appareils en rapport avec le système nerveux et les organes des sens,pose d'aérateurs transtympaniques,0.422806,0.2472,,1,1,1,3,1
286,Z462,Mise en place et ajustement d'autres appareils en rapport avec le système nerveux et les organes des sens,Écarteur palpébral stérile,0.185061,0.1223,,0,0,0,0,0
287,Z462,Mise en place et ajustement d'autres appareils en rapport avec le système nerveux et les organes des sens,électrode quadripolaire,0.408838,0.1522,,1,1,0,2,1
288,Z470,Soins de contrôle impliquant l'enlèvement d'une plaque et autre prothèse interne (orthopédique) de fixation,Plaque d'ostéosynthèse,0.53501,0.0571,,1,0,0,1,0
289,Z470,Soins de contrôle impliquant l'enlèvement d'une plaque et autre prothèse interne (orthopédique) de fixation,os spongieux prélevé localement,0.078793,0.0792,,0,0,0,0,0
290,Z470,Soins de contrôle impliquant l'enlèvement d'une plaque et autre prothèse interne (orthopédique) de fixation,"plaque tibiale antérieure 6 trous, 4 vis corticales",0.409899,0.1305,,1,1,0,2,1
291,Z470,Soins de contrôle impliquant l'enlèvement d'une plaque et autre prothèse interne (orthopédique) de fixation,"Plaque d'ostéosynthèse 4 trous, titane",0.37083,0.0693,,1,0,0,1,0
292,Z470,Soins de contrôle impliquant l'enlèvement d'une plaque et autre prothèse interne (orthopédique) de fixation,plaque d'ostéosynthèse,0.53501,0.0732,,1,0,0,1,0
293,Z470,Soins de contrôle impliquant l'enlèvement d'une plaque et autre prothèse interne (orthopédique) de fixation,Plaque d'ostéosynthèse et vis corticales,0.606076,0.0684,,1,1,0,2,1
294,Z470,Soins de contrôle impliquant l'enlèvement d'une plaque et autre prothèse interne (orthopédique) de fixation,matériel d'ostéosynthèse (plaque vissée,0.679993,0.0689,,1,0,0,1,0
295,Z470,Soins de contrôle impliquant l'enlèvement d'une plaque et autre prothèse interne (orthopédique) de fixation,fils d'ostéosynthèse éta,0.485009,0.0683,,1,0,0,1,0
296,Z470,Soins de contrôle impliquant l'enlèvement d'une plaque et autre prothèse interne (orthopédique) de fixation,vis corticales de 20 mm,0.447879,0.0745,,1,0,0,1,0
297,Z480,Surveillance des sutures et pansements chirurgicaux,évacuation complète du contenu purulent,0.244046,0.084,,0,0,0,0,0
298,Z514,"Soins préparatoires pour traitement ultérieur, non classés ailleurs",intervention d'aujourd'hui,0.163275,0.096,,1,0,0,1,0
299,Z917,Antécédent personnel de mutilation sexuelle féminine,antécédent de mutilation génitale féminine dans l'enfance,0.878997,0.6106,,1,1,1,3,1
300,C211,Tumeur maligne du canal anal,carcinome épidermoïde du canal anal,0.848631,0.5135,,1,1,1,3,1
301,C251,Tumeur maligne du corps du pancréas,lésion tissulaire du corps du pancréas,0.765642,0.5551,,1,1,0,2,1
302,C259+8,"Tumeur maligne du pancréas, autre et non précisée",tumeur pancréatique maligne** diagnostiquée récemment,0.67304,0.3902,,1,1,1,3,1
303,C340,Tumeur maligne de la bronche souche,masse de la bronche souche droite,0.710238,0.1991,,1,1,0,2,1
304,C492,"Tumeur maligne du tissu conjonctif et des autres tissus mous du membre inférieur, y compris la hanche",masse suspecte du membre inférieur gauche,0.54148,0.3602,,1,1,0,2,1
305,C541,Tumeur maligne de l'endomètre,cancer de l'endomètre récemment diagnostiqué,0.736342,0.4755,,1,1,1,3,1
306,C601,Tumeur maligne du gland,lésion suspecte du gland pénien,0.33896,0.4914,,1,1,0,2,1
307,C61,Tumeur maligne de la prostate,PSA et une imagerie de réévaluation (TDM TAP,0.108314,0.0507,,1,0,0,1,0
308,C620,Tumeur maligne du testicule ectopique,testicule ectopique,0.673426,0.0898,,1,0,0,1,0
309,C621,Tumeur maligne du testicule descendu,testicule controlatéral est d'aspect normal,0.472631,0.0959,,0,0,0,0,0
310,C629,"Tumeur maligne d'un testicule, sans précision",Testicule gauche augmenté de volume,0.544505,0.1612,,1,1,0,2,1
311,C679,"Tumeur maligne de la vessie, sans précision",cancer de la vessie** récemment diagnostiqué,0.49544,0.3996,,1,1,1,3,1
312,C679,"Tumeur maligne de la vessie, sans précision",tumeur vésicale (RTUV,0.407055,0.1224,,1,1,0,2,1
313,C693,Tumeur maligne de la choroïde,lésion choroïdienne apparaî,0.582737,0.2841,,1,1,0,2,1
314,C711,Tumeur maligne du lobe frontal,glioblastome frontal gauche récemment diagnostiqué,0.714822,0.4662,,1,1,1,3,1
315,C884,Lymphome de la zone marginale à cellules B des tissus lymphoïdes associés aux muqueuses [lymphome MALT],lymphome de la zone marginale à cellules B de type MALT,0.842192,0.5409,,1,1,1,3,1
316,D162,Tumeur bénigne des os longs du membre inférieur,biopsies osseuses au niveau du membre inférieur,0.405448,0.1128,,0,0,0,0,0
317,D171,Tumeur lipomateuse bénigne de la peau et du tissu sous-cutané du tronc,tumeur lipomateuse bénigne du tronc avec examen anatomopathologique à visée carcinologique,0.749635,0.4609,,1,1,1,3,1
318,D225,Naevus à mélanocytes du tronc,naevus de 8 mm de diamètre,0.477502,0.5455,,1,1,1,3,1
319,D227,"Naevus à mélanocytes du membre inférieur, y compris la hanche",naevus mélanocytaire du membre inférieur gauche,0.904192,0.413,,1,1,1,3,1
320,D234,Tumeur bénigne de la peau du cuir chevelu et du cou,lésion cutanée superficielle du cuir chevelu,0.440412,0.371,,1,1,0,2,1
321,D303,Tumeur bénigne de la vessie,"lésion, localisée au niveau du col vésical",0.316333,0.1409,,1,1,0,2,1
322,D34,Tumeur bénigne de la thyroïde,"adénome thyroïdien bénin, connu depuis plusieurs mois",0.655295,0.532,,1,1,1,3,1
323,D351,Tumeur bénigne d'une parathyroïde,loge parathyroïdienne,0.320973,0.0951,,0,0,0,0,0
324,D861,Sarcoïdose des ganglions lymphatiques,sarcoïdose ganglionnaire connue,0.807352,0.5734,,1,1,1,3,1
325,E210,Hyperparathyroïdie primaire,hyperparathyroïdie primaire en rapport avec un adénome parathyroïdien,0.49949,0.5844,,1,1,1,3,1
326,G560,Syndrome du canal carpien,syndrome du canal carpien droit évoluant depuis plusieurs mois,0.716159,0.5471,,1,1,1,3,1
327,G562,Lésion du nerf cubital,compression du nerf ulnaire au niveau du coude,0.530288,0.5008,,1,1,1,3,1
328,G562,Lésion du nerf cubital,Libération du nerf ulnaire au canal cubital,0.567659,0.2323,,1,1,0,2,1
329,G563,Lésion du nerf radial,nerf radial superficiel présent,0.693267,0.0724,,1,0,0,1,0
330,G568,Autres mononévrites du membre supérieur,mononévrite du membre supérieur,0.929675,0.5807,,1,1,1,3,1
331,G568,Autres mononévrites du membre supérieur,nerf périphérique du membre supérieur droit,0.703061,0.0564,,0,0,0,0,0
332,G576,Lésion du nerf plantaire,aponévrose plantaire,0.526271,0.3486,,0,0,0,0,0
333,G578,Autres mononévrites du membre inférieur,mononévrite du membre inférieur,0.930839,0.5226,,1,1,1,3,1
334,K353,Appendicite aigüe avec péritonite localisée,appendicite aiguë abcédée avec épanchement péritonéal localisé,0.851378,0.5797,,1,1,1,3,1
335,K358,"Appendicites aigües, autres et non précisées",appendicite aiguë non compliquée,0.764328,0.4719,,1,1,1,3,1
336,K402,"Hernie inguinale bilatérale, (sans occlusion ni gangrène)",hernie inguinale bilatérale,0.86026,0.3146,,1,1,1,3,1
337,K403,"Hernie inguinale, (unilatérale ou) sans précision, avec occlusion, sans gangrène",hernie inguinale droite étranglée avec occlusion,0.56088,0.503,,1,1,1,3,1
338,K409,"Hernie inguinale, (unilatérale ou) sans précision(, sans occlusion ni gangrène)",hernie inguinale sous anesthésie locale par abord inguinal,0.412962,0.3263,,1,1,1,3,1
339,K409,"Hernie inguinale, (unilatérale ou) sans précision(, sans occlusion ni gangrène)",hernie inguinale droite,0.763886,0.4588,,1,1,1,3,1
340,K409,"Hernie inguinale, (unilatérale ou) sans précision(, sans occlusion ni gangrène)",hernie inguinale droite,0.763886,0.5114,,1,1,1,3,1
341,K419,"Hernie crurale, (unilatérale ou) sans précision, (sans occlusion ni gangrène)","hernie crurale droite, non compliquée",0.844766,0.5049,,1,1,1,3,1
342,K420,"Hernie ombilicale, avec occlusion, sans gangrène",hernie ombilicale étranglée avec occlusion,0.788983,0.5233,,1,1,1,3,1
343,K429,"Hernie ombilicale, (sans occlusion ni gangrène)",hernie ombilicale non compliquée,0.855942,0.6101,,1,1,1,3,1
344,K458,"Autres hernies abdominales précisées, sans occlusion ni gangrène",sac herniaire périnéal antérieur,0.416884,0.3385,,1,1,1,3,1
345,K603,Fistule anale,fistule périanale récidivante,0.588214,0.5536,,1,1,1,3,1
346,K610,Abcès anal,abcès,0.421718,0.0919,,1,1,1,3,1
347,K620,Polype anal,polype anal sous anesthésie locale,0.514233,0.4513,,1,1,1,3,1
348,K628,Autres maladies précisées de l'anus et du rectum,lésion ulcéro-nécrotique du canal anal,0.399046,0.471,,1,1,1,3,1
349,K648,Autres hémorroïdes précisées,paquet hémorroïdaire isolé,0.471627,0.357,,1,1,1,3,1
350,K660,Adhérences péritonéales,adhérences épiploïques et mésentériques denses,0.61777,0.4212,,1,1,1,3,1
351,K668,Autres maladies précisées du péritoine,kyste rétropéritonéal,0.311069,0.464,,1,1,1,3,1
352,K801,Calcul de la vésicule biliaire avec une autre forme de cholécystite,lithiase vésiculaire compliquée de cholécystite chronique,0.516268,0.4562,,1,1,1,3,1
353,K801,Calcul de la vésicule biliaire avec une autre forme de cholécystite,calculs vésiculaires avec une cholécystite chronique lithiasique,0.535014,0.505,,1,1,1,3,1
354,K804,Calcul des canaux biliaires avec cholécystite,lithiase cholédocienne compliquée de cholécystite,0.736188,0.3865,,1,1,1,3,1
355,K808,Autres cholélithiases,lithiase vésiculaire symptomatique,0.470467,0.5705,,1,1,1,3,1
356,K811,Cholécystite chronique,vésicule biliaire chronique inflammatoire évoluant depuis plusieurs mois,0.574113,0.4058,,1,1,1,3,1
357,K811,Cholécystite chronique,inflammation chronique de la vésicule biliaire,0.697902,0.4684,,1,1,1,3,1
358,L022,"Abcès cutané, furoncle et anthrax du tronc",abcès cutané de la paroi abdominale,0.699048,0.3843,,1,1,1,3,1
359,L024,"Abcès cutané, furoncle et anthrax d'un membre",abcès du membre supérieur droit,0.670094,0.5836,,1,1,1,3,1
360,L028,"Abcès cutané, furoncle et anthrax d'autres localisations",abcès cutané du cuir chevelu en chirurgie ambulatoire,0.47502,0.4032,,1,1,1,3,1
361,L050,Sinus pilonidal avec abcès,sinus pilonidal abcédé,0.838491,0.3681,,1,1,1,3,1
362,L050,Sinus pilonidal avec abcès,abcès sur un sinus pilonidal,0.873567,0.5404,,1,1,1,3,1
363,L82,Kératose séborrhéique,kératose séborrhéique volumineuse et ulcérée en son centre,0.694191,0.561,,1,1,1,3,1
364,L905,Cicatrices et fibrose cutanées,ancienne cicatrice post-traumatique,0.446802,0.3419,,1,1,1,3,1
365,M189,"Arthrose de la première articulation carpo-métacarpienne, sans précision",arthrose de la première articulation carpo-métacarpienne droite,0.861704,0.4752,,1,1,1,3,1
366,M1904,Arthrose primaire d'autres articulations - Articulations de la main,arthrose évoluée des articulations de la main droite,0.730021,0.5924,,1,1,1,3,1
367,M1907,Arthrose primaire d'autres articulations - Articulations de la cheville et du pied,arthrose évoluée de la cheville droite,0.694993,0.6238,,1,1,1,3,1
368,M1907,Arthrose primaire d'autres articulations - Articulations de la cheville et du pied,arthrose évoluée du pied droit,0.704936,0.5495,,1,1,1,3,1
369,M200,Déformation de(s) doigt(s),déformations marquées des doigts,0.726672,0.5902,,1,1,1,3,1
370,M201,Hallux valgus (acquis),"hallux valgus par section, allongement et transfert tendineux",0.609399,0.2514,,1,1,1,3,1
371,M205,Autres déformations d'(es) orteil(s),déformation invalidante des orteils,0.743549,0.5006,,1,1,1,3,1
372,M222,Lésions fémoro-patellaires,Chondropathie fémoro-patellaire modérée,0.449411,0.2693,,1,1,1,3,1
373,M2326,Lésion d'un ménisque due à une déchirure ou un traumatisme ancien - Autre partie ME,déchirure en anse de seau du ménisque externe,0.732041,0.3962,,1,1,1,3,1
374,M2329,"Lésion d'un ménisque due à une déchirure ou un traumatisme ancien - Ménisque, sans précision",déchirure complexe en anse de seau,0.188552,0.3845,,1,1,1,3,1
375,M236,Autres ruptures spontanées de ligament(s) du genou,rupture spontanée du ligament croisé antérieur,0.543736,0.5279,,1,1,1,3,1
376,M236,Autres ruptures spontanées de ligament(s) du genou,rupture spontanée du LCA,0.483195,0.5148,,1,1,1,3,1
377,M238,Autres lésions internes du genou,évo,0.012357,0.0555,,0,0,0,0,0
378,M242,Lésion ligamentaire,ancienne lésion ligamentaire,0.656008,0.5099,,1,1,1,3,1
379,M2421,"Lésion ligamentaire - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",distension des ligaments acromio-claviculaires et coraco-claviculaires,0.736759,0.2933,,1,1,1,3,1
380,M2441,"Luxation et subluxation articulaires récidivantes - Articulations acromio-claviculaire, scapulo-humérale, et sterno-claviculaire",luxations récidivantes de l’épaule droite,0.608597,0.4947,,1,1,1,3,1
381,M2537,Autres instabilités articulaires - Articulations de la cheville et du pied,instabilité chronique de la cheville gauche,0.653515,0.5515,,1,1,1,3,1
382,M4806,Rétrécissement du canal médullaire - Région lombaire,canal lombaire étroit,0.752062,0.4002,,1,1,1,3,1
383,M4806,Rétrécissement du canal médullaire - Région lombaire,canal lombaire rétréci,0.781245,0.2184,,1,1,1,3,1
384,M4806,Rétrécissement du canal médullaire - Région lombaire,canal lombaire étroit symptomatique avec compression médullaire,0.675295,0.5484,,1,1,1,3,1
385,M511,Atteintes d'un disque lombaire et d'autres disques intervertébraux avec radiculopathie,lombo-sciatique droite invalidante,0.377286,0.4559,,1,1,0,2,1
386,M512,Hernie d'un autre disque intervertébral précisé,Disque adjacent L5-S1 dégénératif mais sans hernie visible,0.481167,0.3753,,0,0,0,0,0
387,M6504,Abcès de la gaine du tendon - Main,abcès de la gaine des tendons de la main droite,0.901289,0.5812,,1,1,1,3,1
388,M653,"Doigt ""à ressort""",doigt à ressort,0.905527,0.3217,,1,1,1,3,1
389,M671,Autres rétractions tendineuses (gaine),rétraction tendineuse au niveau de la hanche droite,0.537355,0.4864,,1,1,1,3,1
390,M674,Kyste (articulaire),kyste synovial compressif,0.73166,0.4989,,1,1,1,3,1
391,M674,Kyste (articulaire),tuméfaction kystique,0.639306,0.2482,,1,1,1,3,1
392,M7107,Abcès des bourses séreuses - Cheville et pied,abcès d'une bourse séreuse,0.624302,0.2564,,1,1,1,3,1
393,M7133,Autres kystes des bourses séreuses - Avant-bras,kyste arthrosynovial,0.411337,0.3793,,1,1,1,3,1
394,M7133,Autres kystes des bourses séreuses - Avant-bras,kyste synovial,0.381551,0.0926,,1,1,1,3,1
395,M7133,Autres kystes des bourses séreuses - Avant-bras,kyste arthrosynovial,0.411337,0.3676,,1,1,1,3,1
396,M7133,Autres kystes des bourses séreuses - Avant-bras,kyste arthrosynovial du poignet droit,0.739614,0.5306,,1,1,1,3,1
397,M7134,Autres kystes des bourses séreuses - Main,kyste arthrosynovial de la main droite,0.729972,0.5866,,1,1,1,3,1
398,M7137,Autres kystes des bourses séreuses - Cheville et pied,kyste synovial,0.424617,0.1312,,1,1,1,3,1
399,M7137,Autres kystes des bourses séreuses - Cheville et pied,kyste arthrosynovial de la cheville droite,0.720942,0.506,,1,1,1,3,1
400,M751,Syndrome de la coiffe des rotateurs,syndrome de la coiffe des rotateurs chronique,0.813276,0.4638,,1,1,1,3,1
401,M751,Syndrome de la coiffe des rotateurs,tendon de la coiffe des rotateurs de l'épaule droite,0.647435,0.1432,,1,0,0,1,0
402,M753,Tendinite calcifiante de l'épaule,tendinopathie calcifiante de l’épaule gauche évoluant depuis plusieurs mois,0.675693,0.5163,,1,1,1,3,1
403,M755,Bursite de l'épaule,bursite inflammatoire importante au niveau sous-acromial,0.667638,0.3286,,1,1,1,3,1
404,M758,Autres lésions de l'épaule,"résistantes aux traitements conservateurs (kinésithérapie, antalgiques",-0.009072,0.1929,,0,0,0,0,0
405,M795,Corps étranger résiduel dans un tissu mou,corps étrangers résiduel,0.806161,0.2291,,1,1,1,3,1
406,N135,"Coudure et rétrécissement urétéral, sans hydronéphrose",méats urétéraux éta,0.460434,0.1243,,0,0,0,0,0
407,N200,Calcul du rein,calcul rénal,0.818773,0.4426,,1,1,1,3,1
408,N211,Calcul de l'urètre,calcul urétral,0.841815,0.2381,,1,1,1,3,1
409,N23,"Colique néphrétique, sans précision",crise de colique néphrétique,0.658803,0.5797,,1,1,1,3,1
410,N318,Autres dysfonctionnements neuromusculaires de la vessie,trouble neuromusculaire de la vessie entraîn,0.830288,0.3458,,1,1,1,3,1
411,N318,Autres dysfonctionnements neuromusculaires de la vessie,troubles vésico-sphinctériens sévères avec une hypertonie vésicale,0.483162,0.4498,,1,1,1,3,1
412,N328,Autres affections précisées de la vessie,vessie présent,0.660045,0.0519,,1,0,0,1,0
